,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentDanger,HouleDanger,Ligne_Frioul-Vieux Port,Ligne_IF-Frioul,Ligne_IF-Vieux Port,Ligne_Vieux Port-Frioul,Ligne_Vieux Port-IF,Annulation
18442,2.0,0.3,0.5,5.0,1,9.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18443,3.0,0.3,0.5,5.0,1,12.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18444,2.0,0.3,0.6,5.0,1,14.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18445,4.0,0.3,0.5,6.0,1,16.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18446,4.0,0.3,0.5,6.0,1,16.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18447,4.0,0.3,0.5,6.0,1,16.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18448,4.0,0.3,0.5,6.0,1,15.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18449,4.0,0.3,0.4,5.0,1,16.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18450,4.0,0.3,0.4,5.0,1,16.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18451,4.0,0.3,0.4,5.0,1,16.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18452,6.0,0.3,0.5,5.0,1,17.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18453,6.0,0.3,0.5,5.0,1,17.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18454,6.0,0.3,0.4,6.0,1,19.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18455,6.0,0.3,0.4,6.0,1,19.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18456,5.0,0.3,0.5,6.0,1,20.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18457,5.0,0.3,0.5,6.0,1,20.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18458,9.0,0.3,0.5,5.0,1,19.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18459,9.0,0.3,0.5,5.0,1,19.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18460,7.0,0.3,0.4,5.0,1,20.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18461,7.0,0.3,0.4,5.0,1,20.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18462,7.0,0.3,0.4,5.0,1,20.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18463,9.0,0.3,0.4,5.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18464,8.0,0.2,0.4,5.0,1,21.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18465,8.0,0.2,0.4,5.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18466,8.0,0.2,0.4,5.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18467,11.0,0.2,0.5,5.0,1,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18468,11.0,0.2,0.5,5.0,1,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18469,12.0,0.2,0.4,5.0,1,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18470,12.0,0.2,0.4,5.0,1,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18471,12.0,0.2,0.4,5.0,1,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18472,12.0,0.2,0.4,5.0,1,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18473,12.0,0.3,0.5,5.0,1,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18474,12.0,0.3,0.5,5.0,1,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18475,11.0,0.3,0.5,5.0,1,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18476,10.0,0.3,0.4,5.0,1,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18477,10.0,0.3,0.4,5.0,1,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18478,10.0,0.3,0.4,5.0,1,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18479,10.0,0.3,0.4,5.0,1,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18480,9.0,0.3,0.4,4.0,1,20.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
18481,9.0,0.3,0.4,4.0,1,20.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0
18482,9.0,0.3,0.4,4.0,1,20.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
18483,8.0,0.3,0.4,4.0,1,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18484,8.0,0.3,0.4,5.0,1,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18485,6.0,0.3,0.5,5.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18486,5.0,0.3,0.4,5.0,1,18.0,6,0,0,0.0,0.0,0.0,1.0,0.0,0
18487,4.0,0.3,0.5,5.0,1,16.0,36,0,0,1.0,0.0,0.0,0.0,0.0,0
18488,5.0,0.3,0.5,4.0,1,16.0,76,0,0,0.0,0.0,0.0,1.0,0.0,0
18489,3.0,0.2,0.4,5.0,1,16.0,101,0,0,1.0,0.0,0.0,0.0,0.0,0
18490,5.0,0.2,0.3,5.0,1,9.0,-21,0,0,0.0,0.0,0.0,1.0,0.0,0
18491,4.0,0.2,0.4,5.0,1,11.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18492,6.0,0.2,0.4,5.0,1,10.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18493,6.0,0.2,0.3,5.0,1,11.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18494,5.0,0.2,0.4,5.0,1,12.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18495,2.0,0.2,0.3,5.0,1,15.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18496,2.0,0.2,0.3,5.0,1,14.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18497,4.0,0.2,0.3,5.0,1,15.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18498,4.0,0.2,0.3,5.0,1,15.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18499,4.0,0.2,0.3,5.0,1,16.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18500,4.0,0.2,0.3,5.0,1,16.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18501,5.0,0.1,0.2,5.0,0,16.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18502,5.0,0.1,0.2,5.0,0,16.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18503,5.0,0.1,0.2,5.0,0,16.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18504,5.0,0.2,0.3,5.0,1,17.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18505,5.0,0.2,0.3,5.0,1,17.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18506,5.0,0.2,0.3,5.0,1,19.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18507,5.0,0.2,0.3,5.0,1,19.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18508,4.0,0.2,0.4,6.0,1,19.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18509,5.0,0.2,0.3,6.0,1,20.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18510,5.0,0.2,0.3,6.0,1,20.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18511,5.0,0.2,0.3,6.0,1,20.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18512,7.0,0.2,0.3,5.0,1,20.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18513,7.0,0.2,0.3,4.0,1,21.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18514,7.0,0.2,0.3,4.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18515,7.0,0.2,0.3,4.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18516,7.0,0.2,0.3,4.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18517,7.0,0.2,0.3,4.0,1,21.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18518,12.0,0.2,0.4,3.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18519,12.0,0.2,0.4,3.0,1,21.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18520,12.0,0.2,0.4,3.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18521,13.0,0.2,0.4,3.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18522,14.0,0.2,0.4,3.0,1,21.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18523,14.0,0.2,0.4,3.0,1,21.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18524,14.0,0.2,0.4,3.0,1,21.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18525,13.0,0.2,0.5,3.0,1,20.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18526,13.0,0.2,0.5,3.0,1,20.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18527,12.0,0.2,0.5,3.0,1,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18528,11.0,0.3,0.4,3.0,1,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18529,11.0,0.3,0.4,3.0,1,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18530,11.0,0.3,0.4,3.0,1,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18531,10.0,0.2,0.5,3.0,1,20.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
18532,10.0,0.2,0.5,3.0,1,20.0,0,0,1,0.0,1.0,0.0,0.0,0.0,0
18533,10.0,0.2,0.5,3.0,1,20.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0
18534,10.0,0.2,0.5,3.0,1,20.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
18535,13.0,0.2,0.4,3.0,1,20.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0
18536,11.0,0.3,0.5,3.0,1,19.0,0,0,1,0.0,0.0,0.0,1.0,0.0,0
18537,12.0,0.3,0.5,3.0,1,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18538,8.0,0.3,0.5,3.0,1,17.0,5,0,1,0.0,0.0,0.0,1.0,0.0,0
18539,8.0,0.3,0.5,3.0,1,16.0,35,0,1,1.0,0.0,0.0,0.0,0.0,0
18540,5.0,0.3,0.5,3.0,1,15.0,75,0,0,0.0,0.0,0.0,1.0,0.0,0
18541,5.0,0.3,0.5,3.0,1,14.0,100,0,0,1.0,0.0,0.0,0.0,0.0,0
18542,5.0,0.2,0.3,3.0,1,8.0,-19,0,0,0.0,0.0,0.0,1.0,0.0,0
18543,5.0,0.2,0.3,4.0,1,8.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18544,2.0,0.2,0.4,4.0,1,9.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18545,4.0,0.2,0.3,3.0,1,9.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18546,2.0,0.2,0.3,3.0,1,12.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0
18547,3.0,0.2,0.3,3.0,1,13.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18548,3.0,0.2,0.3,3.0,1,15.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18549,2.0,0.2,0.3,3.0,1,16.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18550,2.0,0.2,0.3,3.0,1,16.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18551,4.0,0.2,0.4,3.0,1,16.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18552,4.0,0.2,0.4,3.0,1,16.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18553,5.0,0.2,0.4,3.0,1,17.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18554,5.0,0.2,0.4,3.0,1,17.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18555,5.0,0.2,0.4,3.0,1,17.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18556,5.0,0.2,0.5,4.0,1,17.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18557,5.0,0.2,0.5,4.0,1,17.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18558,5.0,0.3,0.5,4.0,1,18.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0
18559,5.0,0.3,0.5,4.0,1,18.0,0,1,0,1.0,0.0,0.0,0.0,0.0,0
18560,6.0,0.3,0.5,4.0,1,19.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0
18561,10.0,0.3,0.5,4.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18562,10.0,0.3,0.5,4.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18563,10.0,0.3,0.5,4.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18564,12.0,0.3,0.5,4.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18565,11.0,0.3,0.7,4.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18566,11.0,0.3,0.7,4.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18567,11.0,0.3,0.7,4.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18568,13.0,0.3,0.6,3.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18569,13.0,0.3,0.6,3.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18570,11.0,0.3,0.5,3.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18571,11.0,0.3,0.5,3.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18572,11.0,0.3,0.5,3.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18573,14.0,0.3,0.5,3.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18574,15.0,0.3,0.7,3.0,1,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18575,15.0,0.3,0.7,3.0,1,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18576,15.0,0.3,0.7,3.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18577,17.0,0.3,0.6,3.0,1,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18578,17.0,0.3,0.6,3.0,1,18.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18579,16.0,0.4,0.7,3.0,1,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18580,15.0,0.4,0.8,3.0,1,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18581,15.0,0.4,0.8,3.0,1,18.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
18582,15.0,0.4,0.7,3.0,1,17.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0
18583,15.0,0.4,0.7,3.0,1,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18584,15.0,0.4,0.7,3.0,1,17.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18585,13.0,0.5,0.9,4.0,1,16.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18586,13.0,0.5,0.9,4.0,1,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18587,11.0,0.5,0.8,4.0,1,17.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18588,10.0,0.5,1.0,4.0,1,16.0,3,0,0,0.0,0.0,0.0,1.0,0.0,0
18589,7.0,0.5,1.1,4.0,1,15.0,33,0,0,1.0,0.0,0.0,0.0,0.0,0
18590,7.0,0.5,0.9,4.0,1,15.0,73,0,0,0.0,0.0,0.0,1.0,0.0,0
18591,6.0,0.5,0.8,4.0,1,15.0,98,0,0,1.0,0.0,0.0,0.0,0.0,0
18592,10.0,0.8,1.6,4.0,2,12.0,-18,0,0,0.0,0.0,0.0,1.0,0.0,0
18593,8.0,0.8,1.3,4.0,2,12.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18594,10.0,0.9,1.6,4.0,2,12.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18595,9.0,0.9,1.5,4.0,2,13.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18596,8.0,0.9,1.6,4.0,2,14.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18597,10.0,0.9,1.6,4.0,2,15.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18598,11.0,0.9,1.5,4.0,2,16.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18599,11.0,0.9,1.5,4.0,2,16.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18600,14.0,1.0,1.8,4.0,2,17.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18601,14.0,1.0,1.8,4.0,2,17.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18602,14.0,1.0,1.8,4.0,2,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18603,15.0,1.0,1.5,4.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18604,15.0,1.0,1.5,4.0,2,18.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18605,18.0,1.0,1.9,4.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18606,18.0,1.0,1.9,4.0,2,18.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18607,18.0,1.0,1.9,4.0,2,18.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18608,18.0,1.0,1.9,4.0,2,18.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18609,17.0,0.9,2.4,4.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18610,17.0,0.9,2.4,4.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18611,17.0,0.9,2.4,4.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18612,14.0,1.0,1.5,4.0,2,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18613,14.0,1.0,1.5,4.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18614,17.0,1.0,1.7,4.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18615,17.0,1.0,1.7,4.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18616,21.0,0.9,1.7,4.0,2,19.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18617,21.0,0.9,1.7,4.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18618,21.0,0.9,1.7,4.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18619,21.0,0.9,1.7,4.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18620,19.0,1.0,1.7,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18621,19.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18622,19.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18623,19.0,1.0,1.8,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18624,19.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18625,19.0,1.0,1.8,4.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18626,19.0,1.0,1.8,4.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18627,19.0,1.0,1.8,4.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18628,16.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18629,16.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18630,16.0,1.0,1.8,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18631,16.0,1.0,1.8,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18632,18.0,1.0,1.7,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18633,18.0,1.1,1.7,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18634,18.0,1.1,1.7,4.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18635,18.0,1.1,1.7,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18636,18.0,1.1,1.7,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18637,17.0,1.1,1.9,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18638,17.0,1.1,1.9,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18639,17.0,1.1,1.9,4.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18640,15.0,1.1,1.6,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18641,16.0,1.0,2.3,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18642,16.0,1.0,2.3,4.0,2,20.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18643,16.0,1.0,2.3,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18644,16.0,1.0,1.5,4.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18645,16.0,1.0,1.5,4.0,2,20.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18646,16.0,1.0,1.5,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18647,16.0,1.0,1.6,4.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18648,17.0,1.0,1.5,4.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18649,16.0,1.1,1.8,4.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18650,14.0,1.0,1.9,4.0,2,17.0,2,0,0,0.0,0.0,0.0,1.0,0.0,0
18651,12.0,1.0,2.0,4.0,2,17.0,32,0,0,1.0,0.0,0.0,0.0,0.0,0
18652,11.0,1.0,2.2,4.0,2,16.0,72,0,0,0.0,0.0,0.0,1.0,0.0,0
18653,14.0,1.1,1.7,5.0,2,17.0,97,0,0,1.0,0.0,0.0,0.0,0.0,0
18654,11.0,1.0,2.0,4.0,2,16.0,137,0,0,0.0,0.0,0.0,1.0,0.0,0
18655,10.0,0.9,1.7,4.0,2,16.0,162,0,0,1.0,0.0,0.0,0.0,0.0,0
18656,5.0,0.9,1.5,5.0,2,14.0,-16,0,0,0.0,0.0,0.0,1.0,0.0,0
18657,7.0,0.9,1.4,5.0,2,14.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18658,2.0,0.9,1.5,5.0,2,13.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18659,2.0,0.9,1.3,5.0,2,13.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18660,3.0,0.9,1.4,5.0,2,15.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18661,7.0,0.9,1.6,5.0,2,16.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18662,7.0,0.9,1.7,5.0,2,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18663,7.0,0.9,1.7,5.0,2,17.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18664,9.0,0.9,1.3,5.0,2,17.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18665,9.0,0.9,1.3,5.0,2,17.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18666,9.0,0.9,1.3,5.0,2,17.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18667,9.0,0.9,1.6,5.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18668,9.0,0.9,1.6,5.0,2,18.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18669,12.0,0.9,1.7,5.0,2,18.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18670,12.0,0.9,1.7,5.0,2,18.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18671,12.0,0.9,1.7,5.0,2,18.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18672,12.0,0.9,1.7,5.0,2,18.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18673,15.0,0.9,1.7,5.0,2,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18674,15.0,0.9,1.7,5.0,2,19.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18675,15.0,0.9,1.7,5.0,2,19.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18676,12.0,0.9,1.4,5.0,2,20.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18677,12.0,0.9,1.4,5.0,2,20.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18678,12.0,0.9,2.0,5.0,2,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18679,12.0,0.9,2.0,5.0,2,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18680,10.0,0.8,1.2,5.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18681,10.0,0.8,1.2,5.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18682,10.0,0.8,1.2,5.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18683,10.0,0.8,1.2,5.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18684,12.0,0.9,1.6,5.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18685,11.0,0.8,1.5,5.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18686,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18687,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18688,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18689,11.0,0.9,1.4,5.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18690,11.0,0.9,1.4,5.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18691,11.0,0.9,1.4,5.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18692,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18693,11.0,0.8,1.5,5.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18694,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18695,11.0,0.8,1.5,5.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18696,11.0,0.8,1.3,5.0,2,22.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18697,11.0,0.8,1.3,5.0,2,22.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18698,12.0,0.8,1.2,5.0,2,21.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
18699,12.0,0.8,1.2,5.0,2,21.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
18700,12.0,0.8,1.2,5.0,2,21.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0
18701,12.0,0.8,1.2,5.0,2,21.0,0,0,0,0.0,1.0,0.0,0.0,0.0,1
18702,11.0,0.7,1.1,4.0,2,22.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0
