,VentNoeud,HouleDominante,HouleMax,HoulePeriode,Mer,Temperature,JourNuit,VentMistral,HouleMistral,Annulation
2620,17.0,1.1,2.1,7.0,2,14.0,0,1,0,1
2623,18.0,1.2,2.1,7.0,2,15.0,0,1,0,1
2639,15.0,1.0,1.5,4.0,2,7.0,0,1,1,1
2644,15.0,0.8,1.5,4.0,2,9.0,0,1,1,1
2647,14.0,0.6,1.0,5.0,2,12.0,0,1,0,1
2651,14.0,0.6,1.1,4.0,2,12.0,0,1,0,1
2655,13.0,0.6,1.0,4.0,2,12.0,0,1,0,1
2660,12.0,0.5,0.9,4.0,1,10.0,0,1,0,1
2676,9.0,0.7,1.2,5.0,2,8.0,0,1,0,1
2679,12.0,0.6,1.1,4.0,2,9.0,0,1,0,1
2683,15.0,0.7,1.0,4.0,2,10.0,0,1,0,1
2688,22.0,0.7,1.4,4.0,2,13.0,0,1,0,1
2691,25.0,0.9,1.6,4.0,2,13.0,0,1,1,1
2696,25.0,1.3,2.3,4.0,3,9.0,0,1,1,1
2711,9.0,1.3,2.7,5.0,3,4.0,0,1,0,1
2716,9.0,1.3,2.3,6.0,3,3.0,0,1,0,1
2720,6.0,1.4,2.3,6.0,3,7.0,0,1,0,1
2724,7.0,1.2,1.8,6.0,2,8.0,0,1,0,1
2728,7.0,1.2,1.9,6.0,2,8.0,0,1,0,1
2732,8.0,1.1,1.8,5.0,2,8.0,0,1,0,1
2773,4.0,0.7,1.1,5.0,2,7.0,0,1,0,1
2777,4.0,0.7,1.1,5.0,2,7.0,0,1,0,1
2781,2.0,0.8,1.4,5.0,2,4.0,0,1,0,1
2786,2.0,0.8,1.2,5.0,2,6.0,0,1,0,1
2790,3.0,0.7,1.2,6.0,2,6.0,0,1,0,1
2793,5.0,0.7,1.4,5.0,2,6.0,0,1,0,1
2809,6.0,0.7,1.2,4.0,2,0.0,0,1,0,0
2813,7.0,0.7,1.2,4.0,2,3.0,0,1,0,1
2816,7.0,0.7,1.2,4.0,2,7.0,0,1,1,1
2820,6.0,0.7,1.2,5.0,2,9.0,0,1,0,1
2824,4.0,0.8,1.2,5.0,2,10.0,0,1,0,1
2828,2.0,0.8,1.4,5.0,2,9.0,0,0,0,1
2844,6.0,0.7,1.3,5.0,2,4.0,0,0,0,0
2847,6.0,0.8,1.6,5.0,2,5.0,0,0,0,0
2850,4.0,1.1,1.8,6.0,2,8.0,0,0,0,0
2853,4.0,1.2,2.1,6.0,2,9.0,0,0,0,0
2856,6.0,1.6,2.3,6.0,3,9.0,0,0,0,0
2859,8.0,1.9,3.3,7.0,3,10.0,0,0,0,0
2874,3.0,1.4,2.0,7.0,3,1.0,0,0,0,0
2877,3.0,1.4,2.2,7.0,3,6.0,0,1,0,0
2880,4.0,1.5,2.4,7.0,3,7.0,0,1,0,0
2883,5.0,1.6,2.6,7.0,3,9.0,0,1,0,0
2886,8.0,1.5,2.3,7.0,3,11.0,0,1,0,0
2889,6.0,1.2,1.9,7.0,2,10.0,0,1,0,0
2904,6.0,0.8,1.4,7.0,2,0.0,0,1,0,0
2907,5.0,0.8,1.4,6.0,2,4.0,0,0,0,0
2910,3.0,0.8,1.6,7.0,2,4.0,0,1,0,0
2913,5.0,0.8,1.4,7.0,2,10.0,0,1,0,0
2916,5.0,0.7,1.2,6.0,2,11.0,0,1,0,0
2920,5.0,0.7,1.0,7.0,2,9.0,0,1,0,0
2936,6.0,0.6,1.0,7.0,2,6.0,0,1,0,0
2939,6.0,0.7,1.2,7.0,2,8.0,0,1,0,0
2942,5.0,0.7,1.2,6.0,2,9.0,0,1,0,0
2945,2.0,0.8,1.4,6.0,2,10.0,0,0,0,0
2948,2.0,0.8,1.3,6.0,2,11.0,0,0,0,0
2953,4.0,0.8,1.3,6.0,2,12.0,0,0,0,0
2995,11.0,0.8,1.5,4.0,2,9.0,0,0,0,1
2999,12.0,0.9,1.5,4.0,2,12.0,0,0,0,1
3002,12.0,1.0,1.7,4.0,2,13.0,0,0,0,1
3007,14.0,1.0,1.6,4.0,2,14.0,0,0,0,1
3011,14.0,1.0,1.6,5.0,2,14.0,0,0,0,1
3015,14.0,1.0,1.6,4.0,2,14.0,0,0,0,1
3030,16.0,1.6,2.7,5.0,3,11.0,0,0,0,1
3035,16.0,1.6,3.0,5.0,3,11.0,0,0,0,1
3039,16.0,1.4,2.5,5.0,3,13.0,0,0,0,1
3043,18.0,1.5,2.1,5.0,3,13.0,0,0,0,1
3046,18.0,1.4,2.3,5.0,3,14.0,0,0,0,1
3050,17.0,1.8,2.9,6.0,3,15.0,0,0,0,1
3067,5.0,1.0,1.9,5.0,2,11.0,0,1,0,1
3070,5.0,0.9,1.4,5.0,2,12.0,0,1,0,1
3074,10.0,0.8,1.8,5.0,2,13.0,0,1,0,1
3078,12.0,0.8,1.3,5.0,2,14.0,0,1,0,1
3083,12.0,0.8,1.2,5.0,2,15.0,0,1,0,1
3087,12.0,0.8,1.4,4.0,2,15.0,0,1,0,1
3102,2.0,0.4,0.7,4.0,1,3.0,0,0,0,0
3105,3.0,0.4,0.6,4.0,1,8.0,0,0,0,0
3108,2.0,0.3,0.6,4.0,1,14.0,0,0,0,0
3111,6.0,0.3,0.4,4.0,1,13.0,0,0,0,0
3114,8.0,0.3,0.5,4.0,1,14.0,0,0,0,0
3118,10.0,0.4,0.8,3.0,1,15.0,0,0,0,1
3133,16.0,1.5,3.0,5.0,3,15.0,0,0,0,1
3137,18.0,1.4,2.9,5.0,3,17.0,0,0,0,1
3141,19.0,1.4,2.2,5.0,3,18.0,0,0,0,1
3145,19.0,1.5,2.8,5.0,3,19.0,0,0,0,1
3150,20.0,1.6,2.5,5.0,3,19.0,0,0,0,1
3156,21.0,1.6,2.7,6.0,3,16.0,0,0,0,1
3174,9.0,1.2,2.1,6.0,2,8.0,0,1,0,1
3177,6.0,0.9,1.4,5.0,2,9.0,0,1,0,1
3181,6.0,0.7,1.4,5.0,2,12.0,0,1,0,1
3185,4.0,0.6,1.0,5.0,2,14.0,0,0,0,1
3189,6.0,0.6,0.9,5.0,2,15.0,0,0,0,1
3196,9.0,0.7,1.3,4.0,2,14.0,0,0,0,1
3237,15.0,1.7,2.5,6.0,3,10.0,0,1,0,0
3240,16.0,1.7,2.8,6.0,3,11.0,0,1,0,0
3243,15.0,1.5,2.5,7.0,3,13.0,0,1,0,1
3247,13.0,1.6,2.7,8.0,3,14.0,0,1,0,1
3252,13.0,1.4,2.4,7.0,3,13.0,0,1,0,1
3256,15.0,1.3,2.5,7.0,3,13.0,0,1,0,1
3272,13.0,1.9,2.9,6.0,3,8.0,0,1,0,1
3275,9.0,1.6,2.4,6.0,3,10.0,0,1,0,1
3280,7.0,1.3,2.2,6.0,3,11.0,0,1,0,1
3283,2.0,1.2,1.8,6.0,2,14.0,0,0,0,1
3288,4.0,1.1,2.1,7.0,2,15.0,0,0,0,1
3291,9.0,1.0,1.6,7.0,2,14.0,0,0,0,1
3308,14.0,1.9,3.0,6.0,3,13.0,0,0,0,1
3312,15.0,1.7,2.4,6.0,3,14.0,0,0,0,1
3316,12.0,1.7,2.9,6.0,3,13.0,0,0,0,1
3320,12.0,1.6,2.6,6.0,3,13.0,0,0,0,1
3323,11.0,1.5,2.4,6.0,3,13.0,0,0,0,1
3328,10.0,1.4,2.6,6.0,3,12.0,0,0,0,1
3343,6.0,0.8,1.2,6.0,2,9.0,0,1,0,1
3348,9.0,0.7,1.1,6.0,2,10.0,0,1,0,1
3351,8.0,0.7,1.1,6.0,2,10.0,0,1,0,1
3355,9.0,0.6,1.1,5.0,2,11.0,0,1,0,1
3360,11.0,0.8,1.3,5.0,2,12.0,0,1,0,1
3363,11.0,1.1,1.7,5.0,2,11.0,0,1,0,1
3545,2.0,0.3,0.7,4.0,1,18.0,0,0,1,0
3548,2.0,0.3,0.7,4.0,1,18.0,0,0,1,0
3551,2.0,0.3,0.7,4.0,1,18.0,0,0,1,1
3556,2.0,0.3,0.7,4.0,1,18.0,0,0,1,1
3560,2.0,0.3,0.7,4.0,1,18.0,0,0,1,1
3576,2.0,0.3,0.7,4.0,1,18.0,0,0,1,1
3581,2.0,0.3,0.5,3.0,1,20.0,0,0,1,1
3585,5.0,0.2,0.3,3.0,1,21.0,0,1,1,1
3588,5.0,0.2,0.3,4.0,1,23.0,0,1,1,1
3593,7.0,0.2,0.3,3.0,1,24.0,0,1,0,1
3596,9.0,0.2,0.4,3.0,1,25.0,0,0,0,1
3613,4.0,0.1,0.2,4.0,0,16.0,0,0,0,0
3616,3.0,0.1,0.3,4.0,0,18.0,0,0,0,1
3619,2.0,0.1,0.2,3.0,0,19.0,0,0,0,1
3624,4.0,0.2,0.3,4.0,1,20.0,0,1,0,1
3628,5.0,0.2,0.3,4.0,1,22.0,0,1,1,1
3633,6.0,0.2,0.3,4.0,1,23.0,0,1,0,1
3635,5.0,0.2,0.3,3.0,1,24.0,0,1,0,1
3641,4.0,0.2,0.3,3.0,1,25.0,0,1,1,1
3643,6.0,0.2,0.3,3.0,1,25.0,0,1,0,1
3648,5.0,0.1,0.2,3.0,0,25.0,0,1,0,1
3652,5.0,0.1,0.2,3.0,0,26.0,0,1,1,1
3676,2.0,0.2,0.3,3.0,1,18.0,0,0,0,0
3678,2.0,0.2,0.3,3.0,1,19.0,0,1,0,0
3681,2.0,0.2,0.3,3.0,1,20.0,0,0,0,0
3685,2.0,0.2,0.3,3.0,1,21.0,0,0,0,0
3689,4.0,0.2,0.3,3.0,1,22.0,0,1,0,0
3692,3.0,0.2,0.3,3.0,1,23.0,0,1,0,0
3694,3.0,0.2,0.3,3.0,1,24.0,0,1,0,0
3697,3.0,0.2,0.3,3.0,1,26.0,0,1,1,0
3700,4.0,0.2,0.3,3.0,1,26.0,0,1,0,0
3704,7.0,0.1,0.2,3.0,0,27.0,0,1,1,0
3708,9.0,0.2,0.3,3.0,1,27.0,0,0,0,0
3731,4.0,0.2,0.3,3.0,1,17.0,0,0,1,1
3735,2.0,0.2,0.3,3.0,1,22.0,0,0,0,1
3739,4.0,0.1,0.2,3.0,0,23.0,0,1,0,1
3742,5.0,0.1,0.3,3.0,0,24.0,0,1,0,1
3746,7.0,0.2,0.4,4.0,1,25.0,0,1,0,1
3750,8.0,0.2,0.3,4.0,1,26.0,0,1,0,1
3768,3.0,0.2,0.4,3.0,1,16.0,0,0,0,0
3771,3.0,0.2,0.3,3.0,1,18.0,0,0,0,0
3774,4.0,0.2,0.4,3.0,1,20.0,0,1,0,0
3777,4.0,0.3,0.4,4.0,1,23.0,0,1,0,0
3780,3.0,0.2,0.4,4.0,1,25.0,0,1,0,0
3783,4.0,0.2,0.4,4.0,1,26.0,0,1,0,0
3798,2.0,0.3,0.6,3.0,1,18.0,0,0,0,0
3801,5.0,0.4,0.7,4.0,1,22.0,0,0,0,0
3804,6.0,0.4,0.7,4.0,1,25.0,0,0,0,0
3807,7.0,0.4,0.6,4.0,1,25.0,0,0,0,0
3810,9.0,0.4,0.8,4.0,1,26.0,0,0,0,0
3813,9.0,0.3,0.5,4.0,1,25.0,0,0,0,0
3830,4.0,0.2,0.6,4.0,1,17.0,0,0,0,0
3833,2.0,0.3,0.6,4.0,1,21.0,0,0,0,0
3836,3.0,0.2,0.4,4.0,1,24.0,0,1,0,0
3840,5.0,0.3,0.5,4.0,1,24.0,0,1,0,0
3843,4.0,0.2,0.4,4.0,1,25.0,0,1,0,0
3848,7.0,0.2,0.4,4.0,1,26.0,0,0,0,0
3863,8.0,0.3,0.6,3.0,1,19.0,0,0,0,0
3866,8.0,0.4,0.6,3.0,1,21.0,0,0,0,0
3869,9.0,0.5,0.8,3.0,1,24.0,0,0,0,0
3872,9.0,0.5,1.1,3.0,1,24.0,0,0,0,0
3875,9.0,0.6,1.2,4.0,2,25.0,0,0,0,0
3878,12.0,0.7,1.2,4.0,2,26.0,0,0,0,0
3896,2.0,0.5,1.1,4.0,1,18.0,0,1,0,0
3898,3.0,0.5,0.7,4.0,1,20.0,0,0,0,0
3902,2.0,0.5,0.9,4.0,1,23.0,0,1,0,0
3904,2.0,0.5,1.1,4.0,1,23.0,0,1,0,0
3908,5.0,0.5,0.9,5.0,1,23.0,0,1,0,0
3910,7.0,0.5,0.9,4.0,1,24.0,0,1,0,0
3914,9.0,0.5,0.9,4.0,1,24.0,0,1,0,0
3916,8.0,0.6,0.9,4.0,2,25.0,0,1,0,0
3920,7.0,0.6,0.9,4.0,2,26.0,0,1,0,0
3923,14.0,0.6,1.1,4.0,2,25.0,0,1,0,0
3926,11.0,0.6,0.9,4.0,2,26.0,0,1,0,0
3947,18.0,1.0,1.7,4.0,2,15.0,0,1,1,1
3950,17.0,1.0,1.7,4.0,2,15.0,0,1,1,1
3955,18.0,1.0,1.7,4.0,2,16.0,0,1,1,1
3959,20.0,1.1,2.1,4.0,2,17.0,0,1,1,1
3963,20.0,1.1,1.9,4.0,2,18.0,0,1,1,1
3967,22.0,1.0,1.7,4.0,2,19.0,0,1,1,1
3971,22.0,1.0,1.5,4.0,2,19.0,0,1,1,1
3975,23.0,1.1,1.9,4.0,2,20.0,0,1,1,1
3977,24.0,1.1,2.1,4.0,2,21.0,0,1,1,1
3982,25.0,1.2,2.0,4.0,2,20.0,0,1,1,1
3986,27.0,1.2,2.0,4.0,2,20.0,0,1,1,1
4004,2.0,0.3,0.6,3.0,1,15.0,0,0,1,1
4008,2.0,0.7,1.4,4.0,2,17.0,0,0,0,1
4012,5.0,0.8,1.3,4.0,2,20.0,0,1,0,1
4017,13.0,1.1,1.9,4.0,2,22.0,0,0,0,1
4021,15.0,1.2,2.0,4.0,2,23.0,0,0,0,1
4024,16.0,1.0,1.7,4.0,2,21.0,0,0,0,1
4041,3.0,1.2,1.9,5.0,2,19.0,0,0,0,1
4044,10.0,1.2,2.1,5.0,2,19.0,0,0,0,1
4048,11.0,1.3,2.3,5.0,3,19.0,0,0,0,1
4052,9.0,1.4,2.9,5.0,3,20.0,0,0,0,1
4057,10.0,1.5,2.6,5.0,3,21.0,0,0,0,1
4060,12.0,1.3,2.3,5.0,3,21.0,0,0,0,1
4076,15.0,1.2,1.8,5.0,2,20.0,0,0,0,1
4081,18.0,1.1,1.6,4.0,2,22.0,0,0,0,1
4085,20.0,1.3,2.8,5.0,3,25.0,0,0,0,1
4089,26.0,1.4,2.6,5.0,3,26.0,0,0,0,1
4093,25.0,1.3,2.1,4.0,3,26.0,0,0,0,1
4096,22.0,1.3,2.2,5.0,3,26.0,0,0,0,1
4112,19.0,1.5,2.3,6.0,3,24.0,0,0,0,1
4116,19.0,1.5,2.3,6.0,3,24.0,0,0,0,1
4120,19.0,1.5,2.3,6.0,3,24.0,0,0,0,1
4125,20.0,1.5,2.5,6.0,3,25.0,0,0,0,1
4128,16.0,1.6,3.2,6.0,3,24.0,0,0,0,1
4133,16.0,1.4,2.2,6.0,3,24.0,0,0,0,1
4148,13.0,3.7,6.5,9.0,4,20.0,0,0,0,1
4152,6.0,3.4,5.5,9.0,4,20.0,0,0,0,1
4156,8.0,2.9,5.3,9.0,4,21.0,0,0,0,1
4161,13.0,2.8,5.1,9.0,4,23.0,0,0,0,1
4164,10.0,2.7,4.6,9.0,4,22.0,0,0,0,1
4168,12.0,2.4,3.8,8.0,3,22.0,0,0,0,1
4185,9.0,1.6,2.5,7.0,3,16.0,0,1,0,1
4188,9.0,1.5,2.8,7.0,3,17.0,0,1,0,1
4193,6.0,1.4,1.9,7.0,3,18.0,0,1,0,1
4196,10.0,1.4,2.7,6.0,3,18.0,0,1,0,1
4200,10.0,1.6,2.3,6.0,3,19.0,0,1,0,1
4204,11.0,1.6,2.5,7.0,3,19.0,0,1,0,1
4209,11.0,1.6,2.7,6.0,3,19.0,0,1,0,1
4213,14.0,1.5,2.8,6.0,3,20.0,0,1,0,1
4217,12.0,1.4,2.5,6.0,3,20.0,0,1,0,1
4221,11.0,1.4,2.4,6.0,3,20.0,0,1,0,1
4226,9.0,1.3,2.1,6.0,3,20.0,0,1,0,1
4244,3.0,0.6,1.1,6.0,2,12.0,0,0,0,0
4246,2.0,0.6,1.0,6.0,2,14.0,0,1,0,0
4249,2.0,0.5,1.0,6.0,1,15.0,0,1,0,0
4253,2.0,0.6,1.0,6.0,2,16.0,0,1,0,0
4256,2.0,0.6,0.9,6.0,2,18.0,0,1,0,0
4259,4.0,0.5,0.8,6.0,1,18.0,0,1,0,0
4263,4.0,0.5,0.9,6.0,1,18.0,0,1,0,1
4265,2.0,0.5,0.8,6.0,1,18.0,0,0,0,1
4271,2.0,0.5,0.7,6.0,1,18.0,0,0,0,1
4275,2.0,0.5,0.8,6.0,1,19.0,0,0,0,1
4279,4.0,0.4,0.7,6.0,1,21.0,0,1,0,1
4334,6.0,1.3,2.3,6.0,3,18.0,0,0,0,1
4337,7.0,1.2,1.9,6.0,2,18.0,0,0,0,1
4342,7.0,1.1,1.9,6.0,2,19.0,0,0,0,1
4346,6.0,1.0,2.0,5.0,2,20.0,0,0,0,1
4350,6.0,1.0,1.8,5.0,2,20.0,0,0,0,1
4353,9.0,1.1,1.8,5.0,2,20.0,0,0,0,1
4357,10.0,1.1,1.7,5.0,2,21.0,0,0,0,1
4362,14.0,1.2,2.2,5.0,2,21.0,0,0,0,1
4364,14.0,1.1,2.0,5.0,2,21.0,0,1,0,1
4369,16.0,1.1,1.9,5.0,2,21.0,0,1,0,1
4373,14.0,1.1,1.9,5.0,2,21.0,0,1,0,1
4391,6.0,1.3,2.2,7.0,3,15.0,0,1,0,1
4394,2.0,1.2,2.3,7.0,2,16.0,0,1,0,1
4400,3.0,1.2,2.0,7.0,2,18.0,0,0,0,1
4402,2.0,1.1,2.0,7.0,2,19.0,0,1,0,1
4408,3.0,1.3,2.4,7.0,3,20.0,0,1,0,1
4412,5.0,1.2,2.2,7.0,2,21.0,0,1,0,1
4416,8.0,1.1,1.9,7.0,2,21.0,0,1,0,1
4419,2.0,1.1,1.9,7.0,2,21.0,0,1,0,1
4422,4.0,1.1,1.7,7.0,2,22.0,0,1,0,1
4428,7.0,1.1,2.1,7.0,2,22.0,0,0,0,1
4432,10.0,1.2,2.2,7.0,2,21.0,0,1,0,1
4450,2.0,1.1,2.0,7.0,2,18.0,0,0,0,1
4453,2.0,1.0,1.8,7.0,2,18.0,0,0,0,1
4457,4.0,1.0,1.7,7.0,2,19.0,0,0,0,1
4460,2.0,1.0,1.7,7.0,2,20.0,0,0,0,1
4465,4.0,0.9,2.0,6.0,2,21.0,0,0,0,1
4468,5.0,1.0,1.8,7.0,2,21.0,0,0,0,1
4473,9.0,0.9,1.4,6.0,2,21.0,0,0,0,1
4476,7.0,0.9,1.6,6.0,2,21.0,0,0,0,1
4482,6.0,1.0,1.4,6.0,2,23.0,0,0,0,1
4485,14.0,0.9,1.7,6.0,2,22.0,0,0,0,1
4490,15.0,1.0,1.6,6.0,2,23.0,0,0,0,1
4509,14.0,2.1,4.8,7.0,3,16.0,0,1,0,1
4511,17.0,2.1,3.8,8.0,3,16.0,0,1,0,1
4515,13.0,2.1,3.5,7.0,3,17.0,0,1,0,1
4520,15.0,1.9,3.1,7.0,3,18.0,0,1,0,1
4525,13.0,1.9,3.2,7.0,3,19.0,0,1,0,1
4528,14.0,1.8,3.0,7.0,3,20.0,0,1,0,1
4533,11.0,1.8,3.5,7.0,3,20.0,0,1,0,1
4536,8.0,1.7,3.0,7.0,3,20.0,0,1,0,1
4539,11.0,1.7,3.0,7.0,3,21.0,0,1,0,1
4545,9.0,1.8,2.9,7.0,3,21.0,0,1,0,1
4549,7.0,1.7,2.8,7.0,3,21.0,0,1,0,1
4567,6.0,1.3,2.1,7.0,3,12.0,0,0,0,1
4569,2.0,1.3,2.1,7.0,3,14.0,0,0,0,1
4573,2.0,1.3,2.3,7.0,3,16.0,0,0,0,1
4577,5.0,1.2,2.2,6.0,2,18.0,0,1,0,1
4583,7.0,1.3,2.1,6.0,3,19.0,0,1,0,1
4586,5.0,1.2,1.9,6.0,2,20.0,0,1,0,1
4589,13.0,1.1,1.9,6.0,2,22.0,0,0,0,1
4593,13.0,1.0,1.9,6.0,2,22.0,0,0,0,1
4599,11.0,1.1,1.7,6.0,2,22.0,0,0,0,1
4604,12.0,1.0,1.8,6.0,2,22.0,0,0,0,1
4610,10.0,1.0,2.2,6.0,2,21.0,0,0,0,1
4630,16.0,1.7,3.4,6.0,3,21.0,0,0,0,1
4633,19.0,1.9,3.1,6.0,3,21.0,0,0,0,1
4638,20.0,2.0,3.0,6.0,3,21.0,0,0,0,1
4642,19.0,1.9,3.4,6.0,3,22.0,0,0,0,1
4646,19.0,1.9,3.5,6.0,3,22.0,0,0,0,1
4650,18.0,1.9,2.9,6.0,3,22.0,0,0,0,1
4652,18.0,1.7,2.8,6.0,3,22.0,0,0,0,1
4658,18.0,1.9,2.8,7.0,3,22.0,0,0,0,1
4662,17.0,1.8,2.8,6.0,3,22.0,0,0,0,1
4666,17.0,1.7,2.9,6.0,3,21.0,0,0,0,1
4670,15.0,1.6,2.9,6.0,3,21.0,0,0,0,1
4724,6.0,1.4,2.5,6.0,3,14.0,0,1,0,1
4727,10.0,1.5,2.3,6.0,3,16.0,0,1,0,1
4732,18.0,1.5,2.4,5.0,3,17.0,0,1,0,1
4735,18.0,1.5,2.9,5.0,3,17.0,0,1,0,1
4739,18.0,1.4,2.4,5.0,3,18.0,0,1,0,1
4742,15.0,1.3,2.3,5.0,3,18.0,0,1,0,1
4746,19.0,1.4,2.5,6.0,3,19.0,0,1,0,1
4752,18.0,1.5,2.3,6.0,3,19.0,0,1,0,1
4756,16.0,1.5,2.5,5.0,3,19.0,0,1,0,1
4760,17.0,1.4,2.2,6.0,3,20.0,0,1,0,1
4766,16.0,1.4,2.4,5.0,3,19.0,0,1,0,1
4786,2.0,0.4,0.8,4.0,1,17.0,0,1,0,0
4789,4.0,0.4,0.7,4.0,1,23.0,0,0,0,0
4792,5.0,0.4,0.7,4.0,1,24.0,0,0,0,0
4795,7.0,0.4,0.7,4.0,1,23.0,0,0,0,0
4798,7.0,0.4,0.8,4.0,1,23.0,0,0,0,0
4801,7.0,0.4,0.7,4.0,1,23.0,0,0,0,0
4817,11.0,1.1,1.7,5.0,2,19.0,0,1,0,1
4821,12.0,1.2,2.1,5.0,2,20.0,0,1,0,1
4825,14.0,1.3,1.9,6.0,3,19.0,0,1,0,1
4828,15.0,1.1,1.8,5.0,2,19.0,0,1,0,1
4833,15.0,1.0,1.7,6.0,2,20.0,0,1,0,1
4837,15.0,0.9,1.6,5.0,2,19.0,0,1,0,1
4853,16.0,0.8,1.4,4.0,2,15.0,0,1,1,1
4856,24.0,1.5,2.3,5.0,3,19.0,0,1,0,1
4861,24.0,1.5,2.3,5.0,3,19.0,0,1,0,1
4865,26.0,1.7,2.5,6.0,3,20.0,0,1,0,1
4868,27.0,1.7,3.1,6.0,3,20.0,0,1,0,1
4873,26.0,1.8,3.4,6.0,3,21.0,0,1,0,1
4889,20.0,1.6,2.4,6.0,3,14.0,0,1,0,1
4893,16.0,1.6,2.6,6.0,3,15.0,0,1,0,1
4896,16.0,1.6,3.2,6.0,3,17.0,0,1,0,1
4900,15.0,1.4,2.3,5.0,3,18.0,0,1,0,1
4904,16.0,1.5,2.3,6.0,3,18.0,0,1,0,1
4909,18.0,1.5,2.3,5.0,3,18.0,0,1,0,1
4924,4.0,0.6,1.1,4.0,2,15.0,0,1,0,1
4927,3.0,0.5,1.0,4.0,1,17.0,0,1,0,1
4932,3.0,0.5,0.9,5.0,1,17.0,0,1,0,1
4936,3.0,0.5,0.8,4.0,1,17.0,0,1,0,1
4940,3.0,0.4,0.7,5.0,1,17.0,0,1,0,1
4943,3.0,0.4,0.6,5.0,1,18.0,0,1,0,1
4947,4.0,0.4,0.6,5.0,1,19.0,0,0,0,0
4951,4.0,0.4,0.7,5.0,1,19.0,0,0,0,1
4954,3.0,0.3,0.6,5.0,1,20.0,0,0,0,1
4959,4.0,0.3,0.6,5.0,1,20.0,0,0,0,1
4964,4.0,0.3,0.6,5.0,1,20.0,0,0,0,1
4968,3.0,0.3,0.5,5.0,1,18.0,0,0,0,1
4989,6.0,0.3,0.5,3.0,1,15.0,0,0,0,0
4991,6.0,0.3,0.5,3.0,1,15.0,0,0,0,0
4994,6.0,0.4,0.6,3.0,1,15.0,0,0,0,0
4997,6.0,0.4,0.7,3.0,1,15.0,0,0,0,0
5001,8.0,0.4,0.7,3.0,1,16.0,0,0,0,0
5003,8.0,0.4,0.6,3.0,1,16.0,0,0,0,0
5007,8.0,0.4,0.6,3.0,1,16.0,0,0,0,0
5010,8.0,0.4,0.8,3.0,1,18.0,0,0,0,0
5012,8.0,0.4,0.8,3.0,1,18.0,0,0,0,1
5018,7.0,0.5,0.9,3.0,1,19.0,0,0,0,1
5022,7.0,0.6,1.0,4.0,2,19.0,0,0,0,1
5026,6.0,0.7,1.1,4.0,2,19.0,0,0,0,1
5041,13.0,0.9,1.7,4.0,2,20.0,0,0,0,1
5045,16.0,1.1,1.9,4.0,2,22.0,0,0,0,1
5050,18.0,1.1,2.1,4.0,2,22.0,0,0,0,1
5054,21.0,1.3,2.3,5.0,3,24.0,0,0,0,1
5058,22.0,1.3,2.1,5.0,3,24.0,0,0,0,1
5061,21.0,1.4,2.4,5.0,3,23.0,0,0,0,1
5077,15.0,1.2,2.0,5.0,2,19.0,0,0,0,1
5081,10.0,1.1,2.0,5.0,2,20.0,0,0,0,1
5085,6.0,1.4,2.7,6.0,3,20.0,0,0,0,1
5090,3.0,1.1,2.0,6.0,2,20.0,0,1,0,1
5093,6.0,0.9,1.4,6.0,2,21.0,0,1,0,1
5098,9.0,0.9,1.6,6.0,2,22.0,0,1,0,1
5113,12.0,1.1,1.8,6.0,2,21.0,0,0,0,1
5118,16.0,1.2,2.3,6.0,2,22.0,0,0,0,1
5122,16.0,1.3,2.3,6.0,3,21.0,0,0,0,1
5126,19.0,1.6,2.8,6.0,3,21.0,0,0,0,1
5130,19.0,1.6,2.6,6.0,3,21.0,0,0,0,1
5134,18.0,1.7,2.4,6.0,3,22.0,0,0,0,1
5150,21.0,1.8,3.2,6.0,3,17.0,0,1,0,1
5154,21.0,1.9,2.8,6.0,3,18.0,0,1,0,1
5157,20.0,1.9,3.1,6.0,3,20.0,0,1,0,1
5161,21.0,1.9,3.4,6.0,3,21.0,0,1,0,1
5166,21.0,1.8,3.1,6.0,3,22.0,0,1,0,1
5170,21.0,1.7,3.2,6.0,3,21.0,0,1,0,1
5185,15.0,1.1,1.7,5.0,2,14.0,0,1,0,1
5190,15.0,1.0,1.7,5.0,2,16.0,0,1,0,1
5194,15.0,1.1,2.0,4.0,2,19.0,0,1,0,1
5197,15.0,0.9,1.8,4.0,2,20.0,0,1,0,1
5202,15.0,1.0,1.7,4.0,2,20.0,0,1,0,1
5206,13.0,0.9,1.5,4.0,2,21.0,0,1,0,1
5221,9.0,0.6,0.9,3.0,2,16.0,0,0,0,1
5224,10.0,0.6,1.1,3.0,2,17.0,0,0,0,1
5229,13.0,0.7,1.3,4.0,2,18.0,0,0,0,1
5233,13.0,0.8,1.6,4.0,2,19.0,0,0,0,1
5237,14.0,0.9,1.5,4.0,2,20.0,0,0,0,1
5240,14.0,1.0,2.2,4.0,2,20.0,0,0,0,1
5244,15.0,1.0,1.8,4.0,2,20.0,0,0,0,1
5249,15.0,1.1,1.9,4.0,2,20.0,0,0,0,1
5252,14.0,1.1,1.9,4.0,2,20.0,0,0,0,1
5257,13.0,1.1,1.7,4.0,2,19.0,0,0,0,1
5262,13.0,1.1,1.9,4.0,2,19.0,0,0,0,1
5265,13.0,1.0,1.9,4.0,2,18.0,0,0,0,1
5282,3.0,0.8,1.5,5.0,2,19.0,0,0,0,1
5285,2.0,0.7,1.2,5.0,2,18.0,0,0,0,1
